condsFile,readyMsg,stimFile,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_2.started,text_2.stopped,session,participant,date,expName,psychopyVersion,frameRate,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6104_1.png,0,0,0,0,0,0,0,33,8.151197241968475,None,9.471922055992763,9.583405837998725,1,8.142,1.0106768602854572,None,10.169973166950513,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6443_6.png,0,0,0,0,0,1,1,38,,,18.636749843950383,18.75151576095959,6,2.727,0.9990784911205992,None,19.33524127997225,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/8195_8.png,0,0,0,0,0,2,2,55,,,22.38880340696778,22.50266868597828,8,3.128,1.0018518681172282,None,23.085523043002468,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/925_5.png,0,0,0,0,0,3,3,7,,,26.534629134985153,26.63465067395009,5,4.343,1.0019688141182996,None,27.235000133980066,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/9291_8.png,0,0,0,0,0,4,4,59,,,31.90199596900493,32.00192242098274,8,5.76,1.0042248371173628,None,32.60197431896813,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/7410_4.png,0,0,0,0,0,5,5,47,,,38.68434671999421,38.78434770897729,7,2.21,1.0022096190950833,None,39.38509176496882,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/3456_3.png,0,0,0,0,0,6,6,22,,,41.918417593988124,42.01761570497183,3,1.343,1.0015636491007172,None,42.61821638594847,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/95_6.png,0,0,0,0,0,7,7,1,,,44.2850493589649,44.38422763696872,6,1.978,1.00075170310447,None,44.98500485497061,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/2_8.png,0,0,0,0,0,8,8,0,,,47.28497422498185,47.383894225000404,0,3.594,1.002736214082688,None,47.98459414194804,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6300_1.png,0,0,0,0,0,9,9,36,,,51.90073381998809,52.00149832898751,1,1.378,1.002061003120616,None,52.60152082599234,None,001,4,2020_Feb_28_1437,blockedTrials,2020.1.1,60.67805677765436,
