condsFile,readyMsg,stimFile,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_2.started,text_2.stopped,session,participant,date,expName,psychopyVersion,frameRate,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/1100_7.png,0,0,0,0,0,0,0,10,44.750720918003935,None,46.08540791802807,46.19942407304188,7,6.675,1.0169899307657033,None,46.767573129036464,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/7811_0.png,0,0,0,0,0,1,1,53,,,53.76563416403951,53.88190099800704,0,6.061,1.0015911511727609,None,54.46601635002298,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/7638_1.png,0,0,0,0,0,2,2,51,,,60.84844094904838,60.963467433000915,1,2.841,1.0031206001876853,None,61.549198608030565,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/7088_8.png,0,0,0,0,0,3,3,45,,,64.71496049902635,64.82986617804272,8,3.826,1.0027432311908342,None,65.41577757603955,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/9291_8.png,0,0,0,0,0,4,4,59,,,69.5651350710541,69.66452054202091,0,5.86,1.003147486189846,None,70.26566102402285,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/2663_7.png,0,0,0,0,0,5,5,19,,,76.44781657605199,76.5631125390064,7,1.442,1.0021147771622054,None,77.14883620903129,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6170_2.png,0,0,0,0,0,6,6,35,,,78.915173728019,79.01238960004412,2,1.626,1.0037577492184937,None,79.61546201305464,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/7217_8.png,0,0,0,0,0,7,7,46,,,81.56539198104292,81.67966875503771,8,2.91,1.0035380882327445,None,82.26540422299877,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/3456_3.png,0,0,0,0,0,8,8,22,,,85.49864177103154,85.6128893950372,3,1.393,1.004010457196273,None,86.19866715400713,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6443_6.png,0,0,0,0,0,9,9,38,,,87.91526739101391,88.02953459805576,4,4.724,1.003489108174108,None,88.6154057130334,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/9086_0.png,0,0,0,0,0,10,10,57,,,93.66513569204835,93.78008889302146,0,1.427,1.00335203029681,None,94.36509561201092,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6362_4.png,0,0,0,0,0,11,11,37,,,96.11627183802193,96.2285739640356,4,2.659,1.0025955341989174,None,96.81507233704906,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/5772_9.png,0,0,0,0,0,12,12,30,,,99.79836515104398,99.91258873703191,9,1.493,1.0025752482470125,None,100.49840262904763,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/2_8.png,0,0,0,0,0,13,13,0,,,102.31417698902078,102.42956049804343,8,1.708,1.0031423852196895,None,103.01492455700645,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/5324_2.png,0,0,0,0,0,14,14,28,,,105.04824923502747,105.16197121201549,1,9.524,1.0027737522032112,None,105.74802172603086,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/6522_9.png,0,0,0,0,0,15,15,40,,,115.59773909603246,115.71142664703075,1,0.627,1.003366413176991,None,116.29806944204029,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/5549_5.png,0,0,0,0,0,16,16,29,,,117.24704934703186,117.3459938900196,5,2.727,1.0027843832504004,None,117.94792805000907,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/5986_3.png,0,0,0,0,0,17,17,31,,,120.99788907001493,121.09792144200765,5,0.976,1.0026760212494992,None,121.69788882002467,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/1709_2.png,0,0,0,0,0,18,18,13,,,122.99731534603052,123.09483050904237,2,1.51,1.00381165422732,None,123.69782710401341,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
imageBlock.csv,Get Ready to Classify a Bunch of Images!,stims/5246_7.png,0,0,0,0,0,19,19,27,,,125.53066705603851,125.62798166205175,7,0.991,1.0040511072147638,None,126.23111186805181,None,001,12,2020_Feb_28_1447,blockedTrials,2020.1.1,None,
